"z","N","resourcebiomass","sd","se","ci","replicate","fit","se.fit"
3.7,500,0.881682,0.0254112640512306,0.00113642627625496,0.00223277010564882,14,0.0633961398604284,0.000889624706167696
3.8,500,0.885824,0.0870695540270935,0.00389386883150343,0.00765039853790568,14,0.0638738412644394,0.000927723859357062
3.9,500,0.895312,0.0793807613123801,0.00355001556800335,0.00697481992492003,14,0.0643432199972753,0.000970740210994129
4,500,0.883578,0.077257889428575,0.00345507785120912,0.00678829300242115,14,0.0650211811372849,0.000980026427948252
4.1,500,0.870256,0.0521481478352328,0.00233213606920578,0.00458201627895109,14,0.0660529616335732,0.00095153889659413
4.2,500,0.88042,0.0743466101236213,0.00332488148266182,0.00653249237053641,14,0.0674740490000993,0.000928807529713908
4.3,500,0.88872,0.112003728824272,0.0050089590276905,0.00984124901995664,14,0.0692003968921462,0.000969180295823646
4.4,500,0.881192,0.0202510084362575,0.000905652629527868,0.00177936233925869,14,0.0710486829902366,0.00106755944285561
4.5,500,0.883706,0.065438367368446,0.00292649275544898,0.00574976632914317,14,0.0727862046839955,0.0011475197823188
4.6,500,0.873766,0.087045718782239,0.00389280288694833,0.00764830424530911,14,0.074201503233319,0.0011415091355605
4.7,500,0.894942,0.110070785368249,0.00492251516840389,0.00967141022894582,14,0.0751732283054239,0.00107067804578133
4.8,500,0.884506,0.0901538762717035,0.00403180391557269,0.0079214036516249,14,0.0757074986276278,0.00109787337854027
4.9,500,0.867886,0.0396104402646059,0.00177143274100707,0.00348038597041447,14,0.0759235891361279,0.00140054290687634
5,500,0.879152,0.0466232167990303,0.00208505364184684,0.0040965661719224,14,0.075990200889738,0.00193056198561375
0.1,500,0.871736,0.0500254675020394,0.00223720691881533,0.00439550618711749,15,0.0315645010088809,0.000801908996543963
0.2,500,0.873768,0.0144533724767579,0.000646374467243105,0.00126995091337654,15,0.0268453485967675,0.000495209235859529
0.3,500,0.871238,0.0206076370651956,0.000921601546668431,0.00181069764551918,15,0.0230875780727236,0.000334804844969253
0.4,500,0.87182,0.0135224744270144,0.000604743440856135,0.00118815721225707,15,0.0203556287782324,0.000289921363392627
0.5,500,0.876422,0.019804756316236,0.000885695628018442,0.00174015223183713,15,0.0186348915623315,0.00028667746651521
0.6,500,0.870672,0.0174671869871049,0.000781156349577324,0.00153476083897122,15,0.0178546459691353,0.000281489597442328
0.7,500,0.871398,0.0154241175697546,0.000689787507578401,0.00135524578967543,15,0.0179232849459454,0.000269310721687351
0.8,500,0.875552,0.0211929606038967,0.00094777801109576,0.00186212731453169,15,0.01873868360884,0.000262443045690363
0.9,500,0.87013,0.0150735371776532,0.000674109075812056,0.00132444191397949,15,0.0201721400506218,0.000277677653069234
1,500,0.87893,0.021119592191818,0.000944496875959574,0.00185568077189383,15,0.0220435691042907,0.000317552959075939
1.1,500,0.875526,0.0213139835739728,0.000953190322854343,0.00187276104251697,15,0.0241149818428811,0.000363471088992404
1.2,500,0.876164,0.0204021960388193,0.000912413944661537,0.00179264649382354,15,0.0261244893789904,0.000394137755819425
1.3,500,0.868672,0.024010944732223,0.00107380209250482,0.00210973053124831,15,0.027857331307994,0.000404608684883444
1.4,500,0.8759,0.0422824503928337,0.00189092866667278,0.00371516312767317,15,0.029217276029791,0.0004099998936883
1.5,500,0.86925,0.0230015138475396,0.00102865897097003,0.00202103651356796,15,0.0302536461702641,0.000428002154689939
1.6,500,0.878086,0.0306836369283418,0.0013722139593739,0.00269602909670549,15,0.0311288852836998,0.000456805524364483
1.7,500,0.879014,0.0589391674093707,0.00263583969729186,0.00517871172320141,15,0.0320501346044927,0.000480619096789309
1.8,500,0.869104,0.0609929624377589,0.0027276882031984,0.0053591691822743,15,0.033200581620996,0.000490919321343353
1.9,500,0.878298,0.0451865116785457,0.00202080223558633,0.00397032954563009,15,0.0346914230527737,0.000495995419844147
2,500,0.879934,0.0405148930285423,0.00181188109825906,0.00355985604672463,15,0.0365371228260873,0.000514461805996022
2.1,500,0.876446,0.0508430636196962,0.00227377092875974,0.00446734457210764,15,0.0386514943797005,0.000555516735642632
2.2,500,0.869564,0.0373715288198471,0.00167130557728541,0.0032836631890143,15,0.0408667419571975,0.000605466744998868
2.3,500,0.875116,0.0525543000420119,0.00235029974807717,0.00461770299267818,15,0.0429790157575415,0.000641030882426184
2.4,500,0.872342,0.0361920539004221,0.00161855785533361,0.00318002818938794,15,0.0448138263481287,0.000652992956946802
2.5,500,0.878814,0.0374836157126522,0.00167631825551939,0.00329351174526816,15,0.0462883006261958,0.000655725996540721
2.6,500,0.880494,0.0218059846356881,0.00097519327923429,0.00191599089760527,15,0.0474412396966164,0.000672058679111758
2.7,500,0.87154,0.0597963511195661,0.00267417411819591,0.00525402848663808,15,0.0484163522651623,0.000705486221698638
2.8,500,0.882244,0.0641100980606542,0.002867090746156,0.00563305745560152,15,0.0494087821431057,0.000736930677880728
2.9,500,0.88481,0.0648679396867081,0.00290098245399671,0.00569964549010693,15,0.0505999862482534,0.000749670942764838
3,500,0.872204,0.0647945913030112,0.00289770221455699,0.00569320070727024,15,0.0521031878945779,0.000748850550808
3.1,500,0.885864,0.0842862375698867,0.00376939513547927,0.00740584140892213,15,0.0539304821274306,0.000759369405346298
3.2,500,0.878838,0.0460630803436058,0.00206000357802674,0.00404734957528893,15,0.0559855406955244,0.00080044487423444
3.3,500,0.882862,0.0826527307704205,0.00369634249057298,0.00726231273038536,15,0.0580848757440401,0.000858870127822272
3.4,500,0.878682,0.0470172960542874,0.00210267740191239,0.0041311920913029,15,0.0600084005531441,0.000899877134044055
3.5,500,0.877892,0.0608254206693155,0.00272019550753221,0.0053444480628812,15,0.061569859991353,0.000903516201175594
3.6,500,0.87064,0.039132097338172,0.00175004059500582,0.00343835619242952,15,0.062683259544714,0.000886787992333516
3.7,500,0.878744,0.0652668214329449,0.0029188209879881,0.00573469338213195,15,0.0633961398604284,0.000889624706167696
3.8,500,0.887358,0.0877475989314606,0.00392419192146268,0.00770997520397417,15,0.0638738412644394,0.000927723859357062
3.9,500,0.875562,0.0535711666457954,0.00239577540507936,0.00470705035256485,15,0.0643432199972753,0.000970740210994129
4,500,0.88278,0.0705965107825404,0.00315717194168114,0.00620298850622261,15,0.0650211811372849,0.000980026427948252
4.1,500,0.877146,0.049179283115714,0.00219936440262888,0.00432115588333705,15,0.0660529616335732,0.00095153889659413
4.2,500,0.869284,0.0669885533248264,0.00299581917897363,0.00588597399101409,15,0.0674740490000993,0.000928807529713908
4.3,500,0.879692,0.0639071622494189,0.00285801518077618,0.00561522642555995,15,0.0692003968921462,0.000969180295823646
4.4,500,0.884592,0.0553502378826626,0.00247533788952835,0.00486336910418179,15,0.0710486829902366,0.00106755944285561
4.5,500,0.898482,0.109323505861584,0.00488909581290196,0.00960575023896332,15,0.0727862046839955,0.0011475197823188
4.6,500,0.900126,0.118772960543689,0.00531168827329177,0.010436030066301,15,0.074201503233319,0.0011415091355605
4.7,500,0.892798,0.0967092889496054,0.00432497088293974,0.00849739740887768,15,0.0751732283054239,0.00107067804578133
4.8,500,0.876808,0.0919264056956882,0.00411107384125565,0.00807714760443564,15,0.0757074986276278,0.00109787337854027
4.9,500,0.881242,0.0813238622862583,0.0036369136852981,0.00714555120999053,15,0.0759235891361279,0.00140054290687634
5,500,0.880246,0.0895015224957549,0.00400262976780469,0.0078640843460481,15,0.075990200889738,0.00193056198561375
0.1,500,0.876774,0.0294679426374929,0.00131784645788997,0.00258921166862545,16,0.0315645010088809,0.000801908996543963
0.2,500,0.869416,0.0105448248283849,0.000471578902541924,0.000926524929993836,16,0.0268453485967675,0.000495209235859529
0.3,500,0.87065,0.0232368544085815,0.00103918372081708,0.00204171479892525,16,0.0230875780727236,0.000334804844969253
0.4,500,0.870756,0.0225006894572612,0.00100626142334098,0.00197703139345512,16,0.0203556287782324,0.000289921363392627
0.5,500,0.874542,0.0188256486234123,0.000841908600849504,0.00165412257261434,16,0.0186348915623315,0.00028667746651521
0.6,500,0.878538,0.0288148076912647,0.00128863737512503,0.00253182372523338,16,0.0178546459691353,0.000281489597442328
0.7,500,0.878688,0.0247168870412522,0.00110537279232847,0.00217175841308588,16,0.0179232849459454,0.000269310721687351
0.8,500,0.875902,0.0153222040148193,0.000685229794845122,0.00134629111751267,16,0.01873868360884,0.000262443045690363
0.9,500,0.865722,0.0131734504056903,0.000589134612106915,0.00115749008765459,16,0.0201721400506218,0.000277677653069234
1,500,0.878916,0.025116660551804,0.00112325120723242,0.00220688466031195,16,0.0220435691042907,0.000317552959075939
1.1,500,0.870198,0.0261533705970602,0.00116961428991542,0.00229797557151602,16,0.0241149818428811,0.000363471088992404
1.2,500,0.877662,0.0268964420172329,0.00120284545406829,0.0023632658164239,16,0.0261244893789904,0.000394137755819425
1.3,500,0.872058,0.0276317510000118,0.00123572947146748,0.00242787401190185,16,0.027857331307994,0.000404608684883444
1.4,500,0.869678,0.0178145173962171,0.000796689437685878,0.0015652791537109,16,0.029217276029791,0.0004099998936883
1.5,500,0.883862,0.028751142802067,0.00128579019472451,0.00252622978621903,16,0.0302536461702641,0.000428002154689939
1.6,500,0.870596,0.0388243666644259,0.00173627846090066,0.0034113173230704,16,0.0311288852836998,0.000456805524364483
1.7,500,0.877554,0.0202931196569384,0.000907535900569032,0.00178306245722446,16,0.0320501346044927,0.000480619096789309
1.8,500,0.875654,0.0240603425613256,0.00107601123058111,0.00211407088975554,16,0.033200581620996,0.000490919321343353
1.9,500,0.878602,0.0504779123505573,0.00225744086756244,0.00443526042091668,16,0.0346914230527737,0.000495995419844147
2,500,0.881568,0.0510882510445364,0.00228473604374316,0.00448888805579112,16,0.0365371228260873,0.000514461805996022
2.1,500,0.880404,0.0187649949125529,0.00083919608443812,0.00164879321189736,16,0.0386514943797005,0.000555516735642632
2.2,500,0.877834,0.0414054981198041,0.00185171016876243,0.00363810939215832,16,0.0408667419571975,0.000605466744998868
2.3,500,0.877178,0.04588556730142,0.00205206495344233,0.00403175232624394,16,0.0429790157575415,0.000641030882426184
2.4,500,0.874868,0.0555732250520462,0.00248531017890539,0.00488296195421629,16,0.0448138263481287,0.000652992956946802
2.5,500,0.857866,0.0298379061814093,0.00133439173055785,0.00262171865211792,16,0.0462883006261958,0.000655725996540721
2.6,500,0.87308,0.0234299707010937,0.00104782014396948,0.00205868303332578,16,0.0474412396966164,0.000672058679111758
2.7,500,0.888216,0.081057572157128,0.00362500482868865,0.00712215352939688,16,0.0484163522651623,0.000705486221698638
2.8,500,0.87272,0.0437624027652914,0.00195711414883833,0.00384519968974051,16,0.0494087821431057,0.000736930677880728
2.9,500,0.867126,0.042007611248506,0.00187863748648089,0.00369101428470023,16,0.0505999862482534,0.000749670942764838
3,500,0.870756,0.0289955504844414,0.00129672043856476,0.00254770475754263,16,0.0521031878945779,0.000748850550808
3.1,500,0.87591,0.0277891052165678,0.00124276656596279,0.00244169999828394,16,0.0539304821274306,0.000759369405346298
3.2,500,0.885562,0.0505201219460413,0.00225932853805855,0.00443896918262087,16,0.0559855406955244,0.00080044487423444
3.3,500,0.875042,0.0738467800913467,0.00330252840407459,0.00648857462005701,16,0.0580848757440401,0.000858870127822272
3.4,500,0.876562,0.0747302038183053,0.0033420363142029,0.0065661969722626,16,0.0600084005531441,0.000899877134044055
3.5,500,0.884924,0.0279476002676696,0.00124985468013001,0.00245562622451494,16,0.061569859991353,0.000903516201175594
3.6,500,0.867582,0.0336710968268491,0.00150581722763624,0.00295852336459252,16,0.062683259544714,0.000886787992333516
3.7,500,0.881142,0.0420236339172998,0.00187935404201296,0.00369242212241438,16,0.0633961398604284,0.000889624706167696
3.8,500,0.873536,0.0369058910417724,0.00165048162279207,0.00324274975358464,16,0.0638738412644394,0.000927723859357062
3.9,500,0.888094,0.0869361659950324,0.00388790353736196,0.00763867834918005,16,0.0643432199972753,0.000970740210994129
4,500,0.86943,0.0780737351241278,0.00349156357989725,0.00685997758592633,16,0.0650211811372849,0.000980026427948252
4.1,500,0.880046,0.0541611183181713,0.0024221588459368,0.00475888667425285,16,0.0660529616335732,0.00095153889659413
4.2,500,0.87211,0.0795279528881585,0.00355659817538646,0.00698775296711497,16,0.0674740490000993,0.000928807529713908
4.3,500,0.881468,0.0545484742966858,0.00243948193192579,0.00479292185043803,16,0.0692003968921462,0.000969180295823646
4.4,500,0.883338,0.101421459172906,0.00453570554175677,0.00891143398675526,16,0.0710486829902366,0.00106755944285561
4.5,500,0.876134,0.0455758967957568,0.00203821606741654,0.00400454301283662,16,0.0727862046839955,0.0011475197823188
4.6,500,0.887464,0.107387843827893,0.00480253037512601,0.00943567257912121,16,0.074201503233319,0.0011415091355605
4.7,500,0.872218,0.0952501320277437,0.0042597154015973,0.00836918804676113,16,0.0751732283054239,0.00107067804578133
4.8,500,0.874796,0.049266588856497,0.00220326883405322,0.00432882703451153,16,0.0757074986276278,0.00109787337854027
4.9,500,0.875952,0.056110520198568,0.00250933874833746,0.00493017159080287,16,0.0759235891361279,0.00140054290687634
5,500,0.877348,0.0549107391550059,0.00245568290890705,0.00482475238607583,16,0.075990200889738,0.00193056198561375
0.1,500,0.87391,0.0406742509381397,0.0018190078006313,0.00357385808833619,17,0.0315645010088809,0.000801908996543963
0.2,500,0.873078,0.0310060424003235,0.00138663237040728,0.00272435737263412,17,0.0268453485967675,0.000495209235859529
0.3,500,0.880334,0.0100741958907742,0.000450531736608403,0.000885172944487252,17,0.0230875780727236,0.000334804844969253
0.4,500,0.875136,0.0122057143554096,0.000545856140252818,0.00107245960200581,17,0.0203556287782324,0.000289921363392627
0.5,500,0.875688,0.0127240897875582,0.000569038594335821,0.00111800685089791,17,0.0186348915623315,0.00028667746651521
0.6,500,0.875408,0.0213010094127956,0.000952610100727478,0.00187162106305102,17,0.0178546459691353,0.000281489597442328
0.7,500,0.877572,0.0137246328582658,0.00061378424074619,0.0012059199375191,17,0.0179232849459454,0.000269310721687351
0.8,500,0.870676,0.0152483457494967,0.00068192675280589,0.00133980153373853,17,0.01873868360884,0.000262443045690363
0.9,500,0.879112,0.0174373041250734,0.000779819947360031,0.00153213517025672,17,0.0201721400506218,0.000277677653069234
1,500,0.875314,0.0186890868673639,0.000835801373456483,0.00164212352345783,17,0.0220435691042907,0.000317552959075939
1.1,500,0.869118,0.0185158783616389,0.000828055253594839,0.00162690449409954,17,0.0241149818428811,0.000363471088992404
1.2,500,0.876404,0.0313613113197677,0.00140252047949069,0.0027555732075175,17,0.0261244893789904,0.000394137755819425
1.3,500,0.87846,0.029289043961734,0.00130984586588834,0.00257349267037454,17,0.027857331307994,0.000404608684883444
1.4,500,0.87489,0.0293055546110652,0.00131058424457348,0.00257494338467892,17,0.029217276029791,0.0004099998936883
1.5,500,0.872756,0.0276807679414364,0.00123792157572898,0.00243218090357251,17,0.0302536461702641,0.000428002154689939
1.6,500,0.881496,0.0188085487747999,0.000841143872371461,0.00165262008809741,17,0.0311288852836998,0.000456805524364483
1.7,500,0.879598,0.046234398831071,0.00206766517370223,0.00406240253749444,17,0.0320501346044927,0.000480619096789309
1.8,500,0.877508,0.0351123866376352,0.00157027366748015,0.00308516282639228,17,0.033200581620996,0.000490919321343353
1.9,500,0.881654,0.0456292707008273,0.00204060302101579,0.00400923273072798,17,0.0346914230527737,0.000495995419844147
2,500,0.881334,0.0275935000768838,0.00123401883818116,0.002424513080407,17,0.0365371228260873,0.000514461805996022
2.1,500,0.874278,0.0229230811912929,0.00102515135594955,0.00201414499924497,17,0.0386514943797005,0.000555516735642632
2.2,500,0.887586,0.0647836433437467,0.00289721260693439,0.00569223876078406,17,0.0408667419571975,0.000605466744998868
2.3,500,0.880906,0.0296683938086032,0.00132681090678541,0.00260682438484433,17,0.0429790157575415,0.000641030882426184
2.4,500,0.877108,0.0499599873566172,0.00223427855768852,0.00438975274994422,17,0.0448138263481287,0.000652992956946802
2.5,500,0.881102,0.0427910474689154,0.0019136738193783,0.00375985119769622,17,0.0462883006261958,0.000655725996540721
2.6,500,0.866668,0.0356190287123726,0.00159293138986764,0.00312967911949982,17,0.0474412396966164,0.000672058679111758
2.7,500,0.868408,0.0471752535243869,0.00210974147472631,0.0041450710827805,17,0.0484163522651623,0.000705486221698638
2.8,500,0.87792,0.0589265158357176,0.00263527390171765,0.00517760008800746,17,0.0494087821431057,0.000736930677880728
2.9,500,0.873992,0.0317546319345477,0.00142011031212269,0.00279013246867214,17,0.0505999862482534,0.000749670942764838
3,500,0.878146,0.0873801537337459,0.00390775927266076,0.00767768949590126,17,0.0521031878945779,0.000748850550808
3.1,500,0.861592,0.0289425098038766,0.00129434838721845,0.00254304431854559,17,0.0539304821274306,0.000759369405346298
3.2,500,0.879966,0.0590984441097427,0.00264296276787714,0.00519270662933438,17,0.0559855406955244,0.00080044487423444
3.3,500,0.87805,0.0511512306478895,0.00228755257722903,0.00449442178191151,17,0.0580848757440401,0.000858870127822272
3.4,500,0.88813,0.0642705415023868,0.00287426599500117,0.00564715487789526,17,0.0600084005531441,0.000899877134044055
3.5,500,0.872906,0.0311346092280531,0.00139238205373638,0.00273565394445966,17,0.061569859991353,0.000903516201175594
3.6,500,0.870662,0.03634079060951,0.00162520956317901,0.00319309699529206,17,0.062683259544714,0.000886787992333516
3.7,500,0.881116,0.0511798524675208,0.00228883258391574,0.00449693664866954,17,0.0633961398604284,0.000889624706167696
3.8,500,0.870262,0.0844445327669498,0.00377647431190216,0.00741975007490419,17,0.0638738412644394,0.000927723859357062
3.9,500,0.884874,0.0901593897223701,0.00403205048458231,0.00792188809300502,17,0.0643432199972753,0.000970740210994129
4,500,0.871414,0.0526842087888907,0.00235610944385503,0.00462911747272563,17,0.0650211811372849,0.000980026427948252
4.1,500,0.88909,0.099694050511627,0.00445845347792591,0.00875965458643232,17,0.0660529616335732,0.00095153889659413
4.2,500,0.872818,0.0597650449443016,0.00267277406347577,0.00525127775798044,17,0.0674740490000993,0.000928807529713908
4.3,500,0.863422,0.0378813662877099,0.00169410620199777,0.00332846024651954,17,0.0692003968921462,0.000969180295823646
4.4,500,0.876726,0.0755698652444619,0.00337958711474231,0.0066399741337375,17,0.0710486829902366,0.00106755944285561
4.5,500,0.873098,0.034549090803532,0.00154508231195021,0.00303566862978378,17,0.0727862046839955,0.0011475197823188
4.6,500,0.88166,0.0593556280495988,0.00265446438332193,0.0052153041912426,17,0.074201503233319,0.0011415091355605
4.7,500,0.890854,0.0947491820492293,0.00423731223749159,0.00832517189179153,17,0.0751732283054239,0.00107067804578133
4.8,500,0.883634,0.0549288485297262,0.00245649278476514,0.00482634357297727,17,0.0757074986276278,0.00109787337854027
4.9,500,0.889672,0.0798987862742369,0.00357318234857842,0.00702033637961043,17,0.0759235891361279,0.00140054290687634
5,500,0.877792,0.0706987791319022,0.00316174552130354,0.00621197435252875,17,0.075990200889738,0.00193056198561375
0.1,500,0.879184,0.0370811565129335,0.00165831973294457,0.00325814951897105,18,0.0315645010088809,0.000801908996543963
0.2,500,0.878062,0.0331503853990298,0.00148253030465094,0.00291277086257764,18,0.0268453485967675,0.000495209235859529
0.3,500,0.871238,0.0109208005094652,0.00048839304615757,0.000959560172139784,18,0.0230875780727236,0.000334804844969253
0.4,500,0.875922,0.0147271754043599,0.000658619306414232,0.00129400870878397,18,0.0203556287782324,0.000289921363392627
0.5,500,0.872584,0.013382418400442,0.000598479944934647,0.00117585113772979,18,0.0186348915623315,0.00028667746651521
0.6,500,0.875334,0.0178426220697702,0.000797946316896882,0.00156774858123768,18,0.0178546459691353,0.000281489597442328
0.7,500,0.87207,0.0197490544153537,0.000883204563281465,0.00173525796373354,18,0.0179232849459454,0.000269310721687351
0.8,500,0.878076,0.0220446400812675,0.000985866275224612,0.00193696044651735,18,0.01873868360884,0.000262443045690363
0.9,500,0.87447,0.0336459388098593,0.00150469212691287,0.0029563128461335,18,0.0201721400506218,0.000277677653069234
1,500,0.873148,0.0238778222791273,0.00106784867541575,0.0020980336777166,18,0.0220435691042907,0.000317552959075939
1.1,500,0.880902,0.0286616009800828,0.00128178576270879,0.00251836216094354,18,0.0241149818428811,0.000363471088992404
1.2,500,0.865806,0.0250225622437528,0.00111904300296502,0.0021986166777045,18,0.0261244893789904,0.000394137755819425
1.3,500,0.882262,0.0268096039831151,0.00119896193912189,0.00235563576046837,18,0.027857331307994,0.000404608684883444
1.4,500,0.884294,0.0552408786438693,0.00247044719569016,0.00485376021425558,18,0.029217276029791,0.0004099998936883
1.5,500,0.871454,0.0181970918639383,0.000813798688011488,0.00159889420068339,18,0.0302536461702641,0.000428002154689939
1.6,500,0.87404,0.0154548408017817,0.000691161492284425,0.00135794529781012,18,0.0311288852836998,0.000456805524364483
1.7,500,0.874628,0.0346622642238248,0.00155014358117062,0.00304561265417684,18,0.0320501346044927,0.000480619096789309
1.8,500,0.879744,0.0693439805554783,0.00310115708704946,0.00609293447499585,18,0.033200581620996,0.000490919321343353
1.9,500,0.878974,0.0185310583682772,0.000828734124129684,0.00162823829099203,18,0.0346914230527737,0.000495995419844147
2,500,0.876438,0.0556579713567707,0.00248910014886951,0.00489040821959575,18,0.0365371228260873,0.000514461805996022
2.1,500,0.878824,0.0566407748777991,0.00253305245850042,0.0049767626141294,18,0.0386514943797005,0.000555516735642632
2.2,500,0.875542,0.0429397704205267,0.00192032491197065,0.00377291879479457,18,0.0408667419571975,0.000605466744998868
2.3,500,0.87519,0.0493693890295018,0.00220786619755197,0.00433785960969858,18,0.0429790157575415,0.000641030882426184
2.4,500,0.880376,0.0507646404640364,0.00227026373861844,0.00446045389255724,18,0.0448138263481287,0.000652992956946802
2.5,500,0.867774,0.0402744458183095,0.00180112797211744,0.00353872906374919,18,0.0462883006261958,0.000655725996540721
2.6,500,0.879358,0.0187746320768008,0.000839627071525494,0.00164963998489506,18,0.0474412396966164,0.000672058679111758
2.7,500,0.877302,0.0229057228718188,0.00102437506830317,0.00201261980409026,18,0.0484163522651623,0.000705486221698638
2.8,500,0.86564,0.0614624573811906,0.00274868465537052,0.00540042152896332,18,0.0494087821431057,0.000736930677880728
2.9,500,0.87979,0.0178803051042549,0.000799631553431007,0.00157105961498704,18,0.0505999862482534,0.000749670942764838
3,500,0.877758,0.0555952975549231,0.00248629729124272,0.00488490136283765,18,0.0521031878945779,0.000748850550808
3.1,500,0.872062,0.051439773099354,0.00230045658794641,0.00451977467102957,18,0.0539304821274306,0.000759369405346298
3.2,500,0.888292,0.0897134535255832,0.00401210761158944,0.0078827057442952,18,0.0559855406955244,0.00080044487423444
3.3,500,0.882182,0.0579843880239243,0.00259314066510439,0.00509481967969596,18,0.0580848757440401,0.000858870127822272
3.4,500,0.864062,0.0610924441273953,0.00273213715960927,0.00536791017769396,18,0.0600084005531441,0.000899877134044055
3.5,500,0.869912,0.0665851892755568,0.0029777801902967,0.00585053225977684,18,0.061569859991353,0.000903516201175594
3.6,500,0.869844,0.0255951144511513,0.00114464831609323,0.00224892418897294,18,0.062683259544714,0.000886787992333516
3.7,500,0.889006,0.081356965748186,0.00363839411712132,0.00714845985790495,18,0.0633961398604284,0.000889624706167696
3.8,500,0.885234,0.0726050013183174,0.00324699436908439,0.00637946526931163,18,0.0638738412644394,0.000927723859357062
3.9,500,0.878208,0.0487159853688799,0.00217864509751401,0.00428044805561702,18,0.0643432199972753,0.000970740210994129
4,500,0.885892,0.0549913851515104,0.002459289507513,0.00483183837635843,18,0.0650211811372849,0.000980026427948252
4.1,500,0.876384,0.0491353753850366,0.00219740078921823,0.00431729791435661,18,0.0660529616335732,0.00095153889659413
4.2,500,0.88237,0.0563240436740082,0.00251888780845499,0.00494893290987208,18,0.0674740490000993,0.000928807529713908
4.3,500,0.876,0.0585504253153572,0.00261845462233326,0.00514455475546573,18,0.0692003968921462,0.000969180295823646
4.4,500,0.875012,0.076753671626942,0.00343252854561078,0.00674398971896573,18,0.0710486829902366,0.00106755944285561
4.5,500,0.866392,0.056440565295022,0.00252409881376369,0.00495917112515869,18,0.0727862046839955,0.0011475197823188
4.6,500,0.898824,0.111234379570332,0.00497455268308554,0.00977364986347483,18,0.074201503233319,0.0011415091355605
4.7,500,0.876216,0.0896334628323521,0.0040085303190368,0.00787567733247686,18,0.0751732283054239,0.00107067804578133
4.8,500,0.871606,0.0692918572919932,0.00309882606384223,0.00608835464518951,18,0.0757074986276278,0.00109787337854027
4.9,500,0.873826,0.0766889700037788,0.00342963500105783,0.00673830468693842,18,0.0759235891361279,0.00140054290687634
5,500,0.882488,0.0483595611053347,0.00216270531987167,0.00424913070599729,18,0.075990200889738,0.00193056198561375
0.1,500,0.882726,0.0750432802576197,0.00335603751821211,0.00659370554928871,19,0.0315645010088809,0.000801908996543963
0.2,500,0.870972,0.0174213151180065,0.000779104897226146,0.00153073029024265,19,0.0268453485967675,0.000495209235859529
0.3,500,0.875298,0.0223236620601449,0.000998344517464338,0.00196147681579361,19,0.0230875780727236,0.000334804844969253
0.4,500,0.872038,0.0194464620373872,0.000869672220749338,0.00170867057263176,19,0.0203556287782324,0.000289921363392627
0.5,500,0.878408,0.0226104400664826,0.0010111696197968,0.00198667467128861,19,0.0186348915623315,0.00028667746651521
0.6,500,0.878374,0.0188508044830803,0.000843033605094505,0.00165633290151948,19,0.0178546459691353,0.000281489597442328
0.7,500,0.875674,0.0152629498878348,0.00068257986972743,0.00134108473175003,19,0.0179232849459454,0.000269310721687351
0.8,500,0.880214,0.0164011646050151,0.000733482379339547,0.00144109438845999,19,0.01873868360884,0.000262443045690363
0.9,500,0.87357,0.0208375023216798,0.000931881433451716,0.00183089484121832,19,0.0201721400506218,0.000277677653069234
1,500,0.873936,0.0185583600961647,0.000829955094518876,0.0016306371674012,19,0.0220435691042907,0.000317552959075939
1.1,500,0.871416,0.0193973053517704,0.000867473866937581,0.00170435140228601,19,0.0241149818428811,0.000363471088992404
1.2,500,0.87849,0.0317194916779038,0.00141853879207064,0.00278704485703735,19,0.0261244893789904,0.000394137755819425
1.3,500,0.866314,0.0272125053034405,0.00121698023393133,0.00239103683385596,19,0.027857331307994,0.000404608684883444
1.4,500,0.875662,0.0232416027889731,0.00103939607484385,0.00204213201712295,19,0.029217276029791,0.0004099998936883
1.5,500,0.879226,0.0222492467729568,0.000995016564649984,0.00195493828908743,19,0.0302536461702641,0.000428002154689939
1.6,500,0.878604,0.045487067729865,0.0020342435108223,0.00399673801413856,19,0.0311288852836998,0.000456805524364483
1.7,500,0.874928,0.0124499324349681,0.000556777904797363,0.00109391791380792,19,0.0320501346044927,0.000480619096789309
1.8,500,0.873736,0.0314688875839541,0.00140733143628041,0.00276502543572104,19,0.033200581620996,0.000490919321343353
1.9,500,0.875914,0.0689799613956713,0.00308487765532064,0.00606094979700966,19,0.0346914230527737,0.000495995419844147
2,500,0.873446,0.031427351795558,0.00140547389935336,0.00276137587832561,19,0.0365371228260873,0.000514461805996022
2.1,500,0.879602,0.062432228554847,0.00279205414070883,0.00548563083147951,19,0.0386514943797005,0.000555516735642632
2.2,500,0.881302,0.0359758156909508,0.00160888738861939,0.00316102833920995,19,0.0408667419571975,0.000605466744998868
2.3,500,0.873092,0.0495804798682701,0.00221730646685023,0.00435640718424772,19,0.0429790157575415,0.000641030882426184
2.4,500,0.873712,0.0703525409351508,0.00314626127841667,0.00618155200543174,19,0.0448138263481287,0.000652992956946802
2.5,500,0.874492,0.0455912608086709,0.0020389031669622,0.00400589297750852,19,0.0462883006261958,0.000655725996540721
2.6,500,0.883432,0.0588375483019165,0.00263129515265025,0.00516978292277539,19,0.0474412396966164,0.000672058679111758
2.7,500,0.868276,0.0267340465041297,0.00119558290593749,0.00234899687465786,19,0.0484163522651623,0.000705486221698638
2.8,500,0.886872,0.0659317648119815,0.00294855815992239,0.00579311887783609,19,0.0494087821431057,0.000736930677880728
2.9,500,0.881938,0.0544161040571771,0.002433562154851,0.00478129109043109,19,0.0505999862482534,0.000749670942764838
